age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,target
56,Private,249977,HS-grad,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
36,Private,286730,HS-grad,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
27,Private,212563,HS-grad,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,25,United-States,0
33,Private,226296,HS-grad,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
28,Private,115585,HS-grad,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,0
47,Private,191277,HS-grad,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,60,United-States,1
36,Private,202683,HS-grad,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,1
47,Private,171095,HS-grad,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
31,Private,249409,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0
74,Private,124191,HS-grad,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
43,Private,198282,HS-grad,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,60,United-States,1
46,Private,149116,HS-grad,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,0
19,Private,188300,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,0
28,Private,103432,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,0
31,Private,317660,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,7688,0,40,United-States,1
29,Private,194901,HS-grad,7,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
31,Private,189265,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0
41,Private,124692,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
23,Private,432376,HS-grad,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,0
37,Private,65324,HS-grad,15,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
55,Private,335605,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,50,United-States,1
27,Private,377869,HS-grad,10,Married-civ-spouse,Craft-repair,Husband,White,Male,4064,0,25,United-States,0
35,Private,102864,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
53,Private,95647,HS-grad,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,0
55,Private,303090,HS-grad,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,0
48,Private,197371,HS-grad,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
54,Private,247552,HS-grad,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,56,United-States,0
21,Private,102632,Some-college,9,Never-married,Other-service,Own-child,White,Male,0,0,41,United-States,0
20,Private,199915,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,0
39,Private,118853,HS-grad,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,0
29,Private,77143,HS-grad,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
28,Private,267989,HS-grad,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,1
18,Private,301606,HS-grad,10,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States,0
46,Private,287828,HS-grad,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
19,Private,111697,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,1719,28,United-States,0
31,Private,114937,HS-grad,12,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,1
38,Private,365739,HS-grad,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
27,Private,69621,HS-grad,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,0
23,Private,43323,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,1762,40,United-States,0
37,Private,120985,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,35,United-States,0
36,Private,254202,HS-grad,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,0
45,Private,146195,HS-grad,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,36,United-States,0
37,Private,125933,HS-grad,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
42,Private,56920,Some-college,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,0
26,Private,163127,HS-grad,11,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,0
19,Private,34310,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,0
48,Private,81973,HS-grad,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
60,Private,66614,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
26,Private,232782,HS-grad,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
18,Private,316868,HS-grad,10,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,0
44,Private,196584,HS-grad,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1564,40,United-States,1
70,Private,105376,HS-grad,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
31,Private,185814,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,30,United-States,0
21,Private,175374,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,24,United-States,0
35,Private,108293,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,24,United-States,0
63,Private,181232,HS-grad,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2179,40,United-States,0
46,Private,186009,HS-grad,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,38,United-States,0
33,Private,198183,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
32,Private,163003,HS-grad,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
21,Private,296158,Some-college,9,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States,0
47,Private,187715,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,46,United-States,0
22,Private,214542,Some-college,13,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,0
70,Private,494223,HS-grad,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1816,2,United-States,0
28,Private,191535,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States,0
41,Private,228456,HS-grad,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,0
24,Private,252752,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
43,Private,78374,HS-grad,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
27,Private,88419,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
44,Private,201080,HS-grad,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
35,Private,207157,HS-grad,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
38,Private,235485,HS-grad,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,42,United-States,0
45,Private,102628,HS-grad,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
17,Private,25828,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,16,United-States,0
65,Private,54826,HS-grad,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,20,United-States,0
26,Private,124953,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,1980,40,United-States,0
27,Private,175325,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
50,Private,96062,HS-grad,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,40,United-States,1
26,Private,428030,HS-grad,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,0
27,Private,149624,HS-grad,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
26,Private,253814,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,25,United-States,0
21,Private,312956,Some-college,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,0
33,Private,483777,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
17,Private,183930,11th,9,Never-married,Other-service,Own-child,White,Male,0,0,12,United-States,0
32,Private,37274,HS-grad,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,65,United-States,0
43,Private,181344,HS-grad,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,38,United-States,1
42,Private,114580,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
29,Private,633742,HS-grad,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,0
39,Private,286370,HS-grad,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
36,Private,29054,HS-grad,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,42,United-States,1
33,Private,304030,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
40,Private,143129,HS-grad,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
31,Private,99928,HS-grad,14,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,50,United-States,0
57,Private,109567,HS-grad,16,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,1
37,Private,155222,HS-grad,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,28,United-States,0
23,Private,159567,HS-grad,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,0
40,Private,523910,HS-grad,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
46,Private,120939,HS-grad,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,0
40,Private,130760,HS-grad,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,24,United-States,0
22,Private,197387,Some-college,3,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,0
35,Private,99374,HS-grad,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
39,Private,56795,HS-grad,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,14084,0,55,United-States,1
34,Private,138992,HS-grad,14,Married-civ-spouse,Sales,Husband,White,Male,7298,0,40,United-States,1
23,Private,32921,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,0
25,Private,397317,HS-grad,14,Never-married,Adm-clerical,Not-in-family,White,Male,0,1876,40,United-States,0
50,Private,259323,HS-grad,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
41,Private,254817,HS-grad,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1340,40,United-States,0
36,Private,48211,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,0
17,Private,140164,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,0
35,Private,128757,HS-grad,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,36,United-States,1
34,Private,36270,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,0
57,Private,210563,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,15024,0,35,United-States,1
17,Private,65368,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,12,United-States,0
43,Private,160943,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
36,Private,208358,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
34,Private,153790,HS-grad,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
59,Private,85815,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
53,Private,125417,HS-grad,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
36,Private,635913,HS-grad,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,1
49,Private,313321,HS-grad,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
37,Private,182609,HS-grad,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,0
44,Private,109434,HS-grad,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,0
24,Private,255004,HS-grad,6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
31,Private,197860,HS-grad,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0
81,Private,51744,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2206,40,United-States,0
53,Private,176681,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,20,United-States,0
53,Private,140359,HS-grad,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States,0
17,Private,243313,11th,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,0
65,Private,167687,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,1409,0,50,United-States,0
74,Private,314209,HS-grad,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,20,United-States,0
64,Private,176796,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
34,Private,538583,HS-grad,7,Married-civ-spouse,Sales,Husband,White,Male,3674,0,40,United-States,0
40,Private,130408,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,38,United-States,0
24,Private,159732,HS-grad,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,42,United-States,0
32,Private,110978,HS-grad,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
27,Private,76714,HS-grad,15,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,1
58,Private,268700,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
40,Private,170525,HS-grad,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,38,United-States,0
40,Private,180138,HS-grad,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
37,Private,115076,HS-grad,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,70,United-States,1
22,Private,115458,Some-college,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,0
40,Private,347890,HS-grad,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,1
40,Private,196001,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,20,United-States,0
23,Private,273905,HS-grad,12,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,0
37,Private,179488,HS-grad,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1741,40,United-States,0
57,Private,236596,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,1
31,Private,183916,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,34,United-States,0
40,Private,207578,HS-grad,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1977,60,United-States,1
40,Private,112763,HS-grad,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
41,Private,390781,HS-grad,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
58,Private,171328,HS-grad,6,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States,0
18,Private,27382,HS-grad,10,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,0
57,Private,259014,HS-grad,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,20,United-States,0
41,Private,303044,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
19,Private,117789,Some-college,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,0
31,Private,172579,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,30,United-States,0
44,Private,187666,HS-grad,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,0
49,Private,204518,HS-grad,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
35,Private,150042,HS-grad,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
44,Private,98092,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,0
17,Private,245918,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,12,United-States,0
58,Private,146013,HS-grad,10,Married-civ-spouse,Sales,Husband,White,Male,4064,0,40,United-States,0
25,Private,378322,HS-grad,7,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0
36,Private,257295,HS-grad,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,75,United-States,1
63,Private,21174,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
32,Private,185480,HS-grad,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,0
32,Private,222205,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
60,Private,69867,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
17,Private,191260,11th,5,Never-married,Other-service,Own-child,White,Male,1055,0,24,United-States,0
49,Private,30653,HS-grad,14,Married-civ-spouse,Craft-repair,Husband,White,Male,2407,0,98,United-States,0
26,Private,209109,HS-grad,14,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,0
29,Private,70377,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
42,Private,477983,Some-college,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
43,Private,170924,HS-grad,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States,1
34,Private,190174,HS-grad,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
24,Private,193787,HS-grad,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
23,Private,279472,HS-grad,10,Never-married,Sales,Not-in-family,White,Male,7298,0,48,United-States,1
21,Private,34918,Some-college,13,Never-married,Other-service,Own-child,White,Male,0,0,15,United-States,0
41,Private,97688,HS-grad,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,5178,0,40,United-States,1
